Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Opopaea triangularis Baehr & Harvey, 2013",,Animalia,Arthropoda,Arachnida,Araneae,Oonopidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Oratemnus Beier, 1932",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Atemnidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Oreoica gutturalis (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Oreoicidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Osphranter robustus (Gould, 1841)",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Osphranter robustus erubescens (Sclater, 1870)",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Osphranter robustus isabellinus (Gould, 1842)",VU,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Osphranter rufus (Desmarest, 1822)",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Ostracoda,,Animalia,Arthropoda,Ostracoda,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pachycephala rufiventris (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pachycephala rufiventris rufiventris (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pamerapa thoracica (Distant, 1901)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Paramelitidae Bousfield, 1977",,Animalia,Arthropoda,Malacostraca,Amphipoda,Paramelitidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Parastenocaris jane Karanovic, 2006",,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Parastenocarididae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pardalotus rubricatus Gould, 1838",,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pelicinus Simon, None",,Animalia,Arthropoda,Arachnida,Araneae,Oonopidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Petrochelidon ariel (Gould, 1842)",,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Petrochelidon nigricans (Vieillot, 1817)",,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Petrogale rothschildi Thomas, 1904",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Phaps chalcoptera (Latham, 1790)",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Phorticosomus Schaum, 1863",,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Planigale,,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Planigale ingrami (Thomas, 1906)",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Planigale kendricki Aplin, Cooper, Travouillon & Umbrello, 2023",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Planorbidae Rafinesque, 1815",,Animalia,Mollusca,Gastropoda,,Planorbidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Platyplectrum spenceri (Parker, 1940)",,Animalia,Chordata,Amphibia,Anura,Bufonidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Pleidae,,Animalia,Arthropoda,Insecta,Hemiptera,Pleidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Podargus strigoides (Latham, 1802)",,Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pogona minor (Sternfeld, 1919)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pogona minor mitchelli (Badham, 1976)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pomatostomus temporalis (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Pomatostomidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Poodytes carteri (North, 1900)",,Animalia,Chordata,Aves,Passeriformes,Locustellidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Proablepharus reginae (Glauert, 1960)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Pseudantechinus,,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudantechinus roryi Cooper, Aplin & Adams, 2000",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudantechinus woolleyae Kitchener & Caputi, 1988",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudechis australis (Gray, 1842)",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Pseudolampra,,Animalia,Arthropoda,Insecta,"Blattodea Brunner von Wattenwyl, 1882",Blattidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudomys chapmani Kitchener, 1980",P4,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudomys delicatulus (Gould, 1842)",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudomys desertor Troughton, 1932",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudomys hermannsburgensis (Waite, 1896)",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudonaja modesta (Günther, 1872)",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pseudonaja nuchalis Günther, 1858",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pterohelaeus Brême, 1842",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Ptilonorhynchus maculatus guttatus (Gould, 1862)",,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Ptilotula keartlandi (North, 1895)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Ptilotula penicillata (Gould, 1837)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Pygopus nigriceps (Fischer, 1882)",,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Rhagada,,Animalia,Mollusca,Gastropoda,Stylommatophora,Camaenidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Rhagada convicta (Cox, 1870)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Rhagada radleyi Preston, 1908",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Rhagada richardsonii (Smith, 1874)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Rhinonicteris aurantia (Gray, 1845)",P4,Animalia,Chordata,Mammalia,Chiroptera,Rhinonycteridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Rhinonicteris aurantia (Pilbara),VU,Animalia,Chordata,Mammalia,Chiroptera,Rhinonycteridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Rhipidura leucophrys (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Rhipidura leucophrys leucophrys (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Rhynchoedura ornata Günther, 1867",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Schedorhinotermes actuosus (Hill, 1933)",,Animalia,Arthropoda,Insecta,"Blattodea Brunner von Wattenwyl, 1882",Rhinotermitidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Scorpiones C.L. Koch, 1837",,Animalia,Arthropoda,Arachnida,Scorpiones,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Scotorepens greyii (Gray, 1843)",,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Simarus godeffroyi (Haag-Rutenberg, 1878)",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Smicrornis brevirostris (Gould, 1838)",,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Sminthopsis,,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Sminthopsis macroura (Gould, 1845)",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Sminthopsis ooldea Troughton, 1965",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Sminthopsis youngsoni McKenzie & Archer, 1982",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Stenophyella macreta Horváth, 1914",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Sterna hybrida Pallas, 1811",,Animalia,Chordata,Aves,Charadriiformes,Laridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Strophurus elderi (Stirling & Zietz, 1893)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Strophurus jeanae (Storr, 1988)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Succinea Draparnaud, 1801",,Animalia,Mollusca,Gastropoda,Stylommatophora,Succineidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Sugomel niger (Gould, 1838)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Synoicus ypsilophorus (Bosc, 1792)",,Animalia,Chordata,Aves,Galliformes,Phasianidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Synothele Simon, 1908",,Animalia,Arthropoda,Arachnida,Araneae,Barychelidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Synsphyronus Chamberlin, 1930",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Garypidae,uncertain,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Tachyglossus aculeatus acanthion Collet, 1884",,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Taeniopygia castanotis (Gould, 1837)",,Animalia,Chordata,Aves,Passeriformes,Estrildidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Taeniopygia guttata (Vieillot, 1817)",,Animalia,Chordata,Aves,Passeriformes,Estrildidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Tanypodinae,,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Taphozous georgianus Thomas, 1915",,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
Termitoidae,,Animalia,Arthropoda,Insecta,Blattodea,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Tesserodon novaehollandiae (Fabricius, 1775)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Thorictosoma Lea, 1919",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Tiliqua multifasciata Sternfeld, 1919",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Todiramphus pyrrhopygius (Gould, 1840)",,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Todiramphus sanctus (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Trichocarenum cylindricum Sloane, 1897",,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Trichonephila edulis (Labillardière, 1799)",,Animalia,Arthropoda,Arachnida,Araneae,Nephilidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Tumulitermes dalbiensis (Hill, 1942)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Tumulitermes hastilis (Froggatt, 1898)",,Animalia,,,,,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Turnix velox (Gould, 1841)",,Animalia,Chordata,Aves,Charadriiformes,Turnicidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Uperoleia russelli (Loveridge, 1933)",,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Uperoleia saxatilis Catullo, Doughty, Roberts & Keogh, 2011",,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Urodacus Peters, 1861",,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus acanthurus Boulenger, 1885",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus brevicauda Boulenger, 1898",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus eremius Lucas & Frost, 1895",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus giganteus (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus gilleni Lucas & Frost, 1895",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus gouldii (Gray, 1838)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus panoptes rubidus Storr, 1980",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus pilbarensis Storr, 1980",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Varanus tristis (Schlegel, 1839)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Vermicella snelli Storr, 1969",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Vespadelus finlaysoni (Kitchener, Jones & Caputi, 1987)",,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Wattiana Matthews & Lawrence, 2005",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Wesmaldra nixaut Platnick & Baehr, 2006",,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Wydundra kennedy Platnick & Baehr, 2006",,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Xestaspis Simon, 1884",,Animalia,Arthropoda,Arachnida,Araneae,Oonopidae,,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
"Zyzomys argurus (Thomas, 1889)",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[118.90139, -21.07195]] 20.0 km.",kingdoms: ['Animalia']
