Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Scotorepens balstoni (Thomas, 1906)",,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Selenotholus foelschei Hogg, 1902",,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Simoselaps bertholdi (Jan, 1859)",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Smicrornis brevirostris (Gould, 1838)",,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Sminthopsis crassicaudata (Gould, 1844)",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Sminthopsis macroura (Gould, 1845)",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Sminthopsis ooldea Troughton, 1965",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Stenobiella Tillyard, 1916",,Animalia,Arthropoda,Insecta,Neuroptera,Berothidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Strophurus elderi (Stirling & Zietz, 1893)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Strophurus strophurus Duméril & Bibron, 1836",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Strophurus wellingtonae (Storr, 1988)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Suta monachus (Storr, 1964)",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Tachyglossus aculeatus (Shaw, 1792)",,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Taeniopygia guttata (Vieillot, 1817)",,Animalia,Chordata,Aves,Passeriformes,Estrildidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Theristria aruntae Lambkin, 1986",,Animalia,,,,,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Tiliqua multifasciata Sternfeld, 1919",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Tiliqua occipitalis (Peters, 1863)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Todiramphus pyrrhopygius (Gould, 1840)",,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Todiramphus sanctus (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Trinemura Silvestri, 1908",,Animalia,Arthropoda,Insecta,Zygentoma,Nicoletiidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Tympanocryptis pseudopsephos Doughty, Kealley, Shoo & Melville, 2015",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Tyrannochthonius J.C. Chamberlin, 1929",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chthoniidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Urodacus Peters, 1861",,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Urodacus hoplurus Pocock, 1898",,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Urodacus similis L. E. Koch, 1977",,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Varanus brevicauda Boulenger, 1898",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Varanus caudolineatus Boulenger, 1885",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Varanus eremius Lucas & Frost, 1895",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Varanus gouldii (Gray, 1838)",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Varanus panoptes rubidus Storr, 1980",,Animalia,Chordata,Reptilia,Squamata,Varanidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
"Vespadelus finlaysoni (Kitchener, Jones & Caputi, 1987)",,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[120.19283, -26.62281]] 20.0 km.",kingdoms: ['Animalia']
